#####################################################################
<<<<<<< HEAD
<<<<<<< HEAD
# Alchemist log file - simulation started at: 2020-09-16T15:46+0000 #
=======
# Alchemist log file - simulation started at: 2020-09-16T12:38+0000 #
>>>>>>> 78924d21d0b7204abe0b4659dbd7d51811d4c31f
=======
# Alchemist log file - simulation started at: 2020-09-16T12:38+0000 #
>>>>>>> 88c275fcf8f22bc4848b0f8b119a18abbf9e12ef
#####################################################################
# seed = 47.0, nodeCount = 400, grain = 3, deploymentType = RandomEuclidean
#
# The columns have the following meaning: 
# time leader-random[CountDistinct] HopCountClusterClosestNeighborDistance[leader-random] HopCountClusterIntraDistance[leader-random] leader-pageRank[CountDistinct] HopCountClusterClosestNeighborDistance[leader-pageRank] HopCountClusterIntraDistance[leader-pageRank] leader-harmonic[CountDistinct] HopCountClusterClosestNeighborDistance[leader-harmonic] HopCountClusterIntraDistance[leader-harmonic] leader-closeness[CountDistinct] HopCountClusterClosestNeighborDistance[leader-closeness] HopCountClusterIntraDistance[leader-closeness] leader-degree[CountDistinct] HopCountClusterClosestNeighborDistance[leader-degree] HopCountClusterIntraDistance[leader-degree] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
<<<<<<< HEAD
<<<<<<< HEAD
23.014505009177146 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
24.014505009177146 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
25.014505009177146 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
26.014505009177146 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
27.014505009177146 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
28.014505009177146 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
29.014505009177146 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
30.014505009177146 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
31.014505009177146 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
32.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
33.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
34.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
35.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
36.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
37.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
38.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
39.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
40.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
41.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
42.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
43.01450500917714 26.0 Infinity 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
#####################################################################
# End of data export. Simulation finished at: 2020-09-16T16:12+0000 #
=======
=======
>>>>>>> 88c275fcf8f22bc4848b0f8b119a18abbf9e12ef
1.0145050091771464 94.0 2.0 0.5713205599156789 266.0 3.5 0.1798424633011099 338.0 3.626315789473684 0.08096646942800789 42.0 NaN 0.8804720251571635 257.0 3.8974358974358974 0.2071057995182508 
2.0145050091771464 36.0 NaN NaN 51.0 3.3333333333333335 NaN 173.0 3.8095238095238093 NaN 46.0 NaN 0.7840118283644868 63.0 NaN NaN 
3.0145050091771464 74.0 3.1666666666666665 NaN 41.0 5.0 NaN 133.0 4.428571428571429 NaN 90.0 3.0 0.2732832942857641 50.0 NaN NaN 
4.014505009177146 44.0 1.3333333333333333 0.7193675333017729 53.0 3.6666666666666665 0.40236348316160075 95.0 4.2 NaN 29.0 NaN 1.1280158337892185 85.0 3.1666666666666665 NaN 
5.014505009177146 28.0 1.0 NaN 27.0 NaN 0.9553422250570485 68.0 2.3333333333333335 NaN 25.0 NaN 1.1809983671954936 37.0 NaN 0.6912243029167054 
6.014505009177146 26.0 1.0 1.1878091376861453 23.0 NaN NaN 67.0 2.0 NaN 25.0 NaN 1.1809983671954936 26.0 NaN NaN 
7.014505009177146 32.0 1.0 0.9159877815128501 23.0 NaN 0.9942357840840778 74.0 3.2 NaN 25.0 NaN 1.1809983671954936 32.0 NaN 0.6395960237326243 
8.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 65.0 4.0 NaN 25.0 NaN 1.1809983671954936 26.0 NaN 0.8609130548504094 
9.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 70.0 1.3333333333333333 NaN 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
10.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 60.0 3.6666666666666665 0.5645731473197241 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
11.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 48.0 3.2 NaN 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
12.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 46.0 3.1666666666666665 NaN 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
13.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 56.0 4.4 NaN 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
14.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 40.0 4.0 NaN 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
15.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 36.0 4.0 0.8877917350618949 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
16.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 35.0 1.0 0.8887949683085613 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
17.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 30.0 NaN 1.0637872260706285 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
18.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
19.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
20.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
21.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
22.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
23.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
24.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
25.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
26.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
27.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
28.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
29.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
30.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
31.014505009177146 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
32.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
33.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
34.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
35.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
36.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
37.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
38.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
39.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
40.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
41.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
42.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
43.01450500917714 26.0 1.0 1.1713256212026286 23.0 NaN 0.9942357840840778 27.0 NaN 1.1490639960455542 25.0 NaN 1.1809983671954936 24.0 NaN 0.9152946983101656 
#####################################################################
# End of data export. Simulation finished at: 2020-09-16T12:53+0000 #
<<<<<<< HEAD
>>>>>>> 78924d21d0b7204abe0b4659dbd7d51811d4c31f
=======
>>>>>>> 88c275fcf8f22bc4848b0f8b119a18abbf9e12ef
#####################################################################
