#####################################################################
<<<<<<< HEAD
# Alchemist log file - simulation started at: 2020-09-16T16:04+0000 #
=======
# Alchemist log file - simulation started at: 2020-09-16T12:52+0000 #
>>>>>>> 78924d21d0b7204abe0b4659dbd7d51811d4c31f
#####################################################################
# seed = 48.0, nodeCount = 200, grain = 2, deploymentType = BarabasiAlbert
#
# The columns have the following meaning: 
# time leader-random[CountDistinct] HopCountClusterClosestNeighborDistance[leader-random] HopCountClusterIntraDistance[leader-random] leader-pageRank[CountDistinct] HopCountClusterClosestNeighborDistance[leader-pageRank] HopCountClusterIntraDistance[leader-pageRank] leader-harmonic[CountDistinct] HopCountClusterClosestNeighborDistance[leader-harmonic] HopCountClusterIntraDistance[leader-harmonic] leader-closeness[CountDistinct] HopCountClusterClosestNeighborDistance[leader-closeness] HopCountClusterIntraDistance[leader-closeness] leader-degree[CountDistinct] HopCountClusterClosestNeighborDistance[leader-degree] HopCountClusterIntraDistance[leader-degree] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
<<<<<<< HEAD
22.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
23.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
24.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
25.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
26.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
27.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
28.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
29.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
30.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
31.000781838923526 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
32.00078183892353 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
33.00078183892353 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
34.00078183892353 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
35.00078183892353 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
36.00078183892353 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
37.00078183892353 119.0 Infinity 0.2230951204011016 93.0 Infinity 0.1881330582163048 93.0 Infinity 0.20237117971249086 114.0 Infinity 0.26591130604288504 92.0 Infinity 0.1956127653708299 
#####################################################################
# End of data export. Simulation finished at: 2020-09-16T16:15+0000 #
=======
1.000781838923525 136.0 3.6 0.1564031862745098 144.0 3.6209150326797386 0.07243542884990255 160.0 3.580952380952381 0.04809027777777778 114.0 3.7142857142857144 0.26591130604288504 144.0 3.6209150326797386 0.0712962962962963 
2.0007818389235252 121.0 3.8444444444444446 0.22767206055976108 66.0 3.3333333333333335 0.34212883690571316 76.0 3.5294117647058822 0.3689628482972137 114.0 3.7142857142857144 0.26591130604288504 71.0 3.5272727272727273 0.3072038819139068 
3.0007818389235252 123.0 3.6666666666666665 0.1995798319327731 117.0 3.1794871794871793 0.12821431853689919 96.0 3.7948717948717947 0.1616677984325043 114.0 3.7142857142857144 0.26591130604288504 110.0 2.7555555555555555 0.14394916911045944 
4.000781838923525 119.0 3.6666666666666665 0.2230951204011016 107.0 3.309090909090909 0.15160533868703902 113.0 3.58974358974359 0.16475877819012275 114.0 3.7142857142857144 0.26591130604288504 101.0 3.2 0.18206374164534497 
5.000781838923525 119.0 3.6666666666666665 0.2230951204011016 102.0 3.3333333333333335 0.19653308249133677 113.0 3.8181818181818183 0.16339622727004968 114.0 3.7142857142857144 0.26591130604288504 100.0 3.0357142857142856 0.1929637441411635 
6.000781838923525 119.0 3.6666666666666665 0.2230951204011016 96.0 3.3333333333333335 0.1709691779248231 99.0 3.8181818181818183 0.20660457622823214 114.0 3.7142857142857144 0.26591130604288504 93.0 2.9523809523809526 0.18813305821630483 
7.000781838923525 119.0 3.6666666666666665 0.2230951204011016 95.0 3.3333333333333335 0.1736460464643826 94.0 3.8 0.19489914588576224 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
8.000781838923526 119.0 3.6666666666666665 0.2230951204011016 95.0 3.3333333333333335 0.1736460464643826 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
9.000781838923526 119.0 3.6666666666666665 0.2230951204011016 94.0 3.3333333333333335 0.18081249376719516 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
10.000781838923526 119.0 3.6666666666666665 0.2230951204011016 94.0 3.3333333333333335 0.18081249376719516 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
11.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
12.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
13.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
14.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
15.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
16.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
17.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
18.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
19.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
20.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
21.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
22.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
23.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
24.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
25.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
26.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
27.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
28.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
29.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
30.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
31.000781838923526 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
32.00078183892353 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
33.00078183892353 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
34.00078183892353 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
35.00078183892353 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
36.00078183892353 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
37.00078183892353 119.0 3.6666666666666665 0.2230951204011016 93.0 3.0357142857142856 0.1881330582163048 93.0 3.8 0.20237117971249086 114.0 3.7142857142857144 0.26591130604288504 92.0 2.9523809523809526 0.1956127653708299 
#####################################################################
# End of data export. Simulation finished at: 2020-09-16T12:57+0000 #
>>>>>>> 78924d21d0b7204abe0b4659dbd7d51811d4c31f
#####################################################################
